CenteredInterval[1067989636062445013744111 * 2^-76, 536887342 * 2^-107]
CenteredInterval[4390919836499381572444937 * 2^-75, 536875010 * 2^-104]
CenteredInterval[4487788891841054581166251 * 2^-75, 536875010 * 2^-104]
CenteredInterval[2292616841332521501785835 * 2^-74, 536875013 * 2^-104]
CenteredInterval[4644799886647748822865009 * 2^-75, 536875011 * 2^-104]
CenteredInterval[586786235209057493916633 * 2^-72, 536875011 * 2^-104]
CenteredInterval[301090256979845243030925 * 2^-71, 536872961 * 2^-104]
CenteredInterval[1223836259215105161905391 * 2^-73, 536872961 * 2^-103]
CenteredInterval[2476176426541327916863917 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2521700958825503601507307 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2545478500031316840444139 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2608938270979772412895983 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2639542358395069261080507 * 2^-74, 536872961 * 2^-103]
CenteredInterval[1332875731566104287112605 * 2^-73, 536872961 * 2^-103]
CenteredInterval[2703306335774065711799983 * 2^-74, 536872961 * 2^-103]
CenteredInterval[172367536540384887249033 * 2^-70, 536872961 * 2^-103]
CenteredInterval[2784737303462640860303611 * 2^-74, 536872961 * 2^-103]
CenteredInterval[1417215430943420761872311 * 2^-73, 536872962 * 2^-103]
CenteredInterval[712724377966515883435011 * 2^-72, 536872962 * 2^-103]
CenteredInterval[2890554740421582784768995 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2948889481577512103641739 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2976934341521510550837445 * 2^-74, 536872963 * 2^-103]
CenteredInterval[3000591439779823061646839 * 2^-74, 536872961 * 2^-103]
CenteredInterval[761193361651860727577017 * 2^-72, 536872961 * 2^-103]
CenteredInterval[1539781518210399595913767 * 2^-73, 536872961 * 2^-103]
CenteredInterval[1563453414410828835490517 * 2^-73, 536872961 * 2^-103]
CenteredInterval[789506195810263281851703 * 2^-72, 536872961 * 2^-103]
CenteredInterval[3194105088142266958238711 * 2^-74, 536872961 * 2^-103]
CenteredInterval[802386622764509307373965 * 2^-72, 536872961 * 2^-103]
CenteredInterval[818912827803044598761837 * 2^-72, 536872961 * 2^-103]
CenteredInterval[825253336790924969640311 * 2^-72, 536872961 * 2^-103]
CenteredInterval[3332884462067817361350989 * 2^-74, 536872961 * 2^-103]
CenteredInterval[3369453967132103009278217 * 2^-74, 536872961 * 2^-103]
CenteredInterval[212407893463253439196913 * 2^-70, 536872961 * 2^-103]
CenteredInterval[3441794401504684217838833 * 2^-74, 536872961 * 2^-103]
CenteredInterval[3492179962022348101632327 * 2^-74, 536872961 * 2^-103]
CenteredInterval[3505861901203918190990477 * 2^-74, 536872961 * 2^-103]
CenteredInterval[3536654354528498913681817 * 2^-74, 536872961 * 2^-103]
CenteredInterval[1788985037902186814171393 * 2^-73, 536872961 * 2^-103]
CenteredInterval[56676265363460121862021 * 2^-68, 536872961 * 2^-103]
CenteredInterval[1823586458871271010391821 * 2^-73, 536872961 * 2^-103]
CenteredInterval[1844229529087309148087943 * 2^-73, 536872961 * 2^-103]
CenteredInterval[929722899111035900839603 * 2^-72, 536872961 * 2^-103]
CenteredInterval[3740403446040741475689299 * 2^-74, 536872961 * 2^-103]
CenteredInterval[3801783675048080204251037 * 2^-74, 536872961 * 2^-103]
CenteredInterval[3824995854917495677535361 * 2^-74, 536872961 * 2^-103]
CenteredInterval[482129231135567010841325 * 2^-71, 536872961 * 2^-103]
CenteredInterval[3879796135306622380627369 * 2^-74, 536872961 * 2^-103]
CenteredInterval[3927238194202381307602547 * 2^-74, 536872961 * 2^-103]
CenteredInterval[1979394170167373041038581 * 2^-73, 536872961 * 2^-103]
CenteredInterval[3998727337000466409698619 * 2^-74, 536872961 * 2^-103]
CenteredInterval[1007507063574282992892703 * 2^-72, 536872961 * 2^-103]
CenteredInterval[4052679093137170618284371 * 2^-74, 536872962 * 2^-103]
CenteredInterval[2041663566537647165326843 * 2^-73, 536872961 * 2^-103]
CenteredInterval[1034517474481435220264195 * 2^-72, 536872961 * 2^-103]
CenteredInterval[1042296734996070466143457 * 2^-72, 536872961 * 2^-103]
CenteredInterval[4182707768758644775472387 * 2^-74, 536872961 * 2^-103]
CenteredInterval[132230393741314449297697 * 2^-69, 536872961 * 2^-103]
CenteredInterval[4249814846496859163636261 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2147934811904328179007383 * 2^-73, 536872961 * 2^-103]
CenteredInterval[4332061255448143652432159 * 2^-74, 536872961 * 2^-103]
CenteredInterval[4368192561106072048666013 * 2^-74, 536872961 * 2^-103]
CenteredInterval[4382114976852855114749499 * 2^-74, 536872962 * 2^-103]
CenteredInterval[4414343596648742562855017 * 2^-74, 536872961 * 2^-103]
CenteredInterval[4467816378241650702824139 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2245672461754107380152981 * 2^-73, 536872961 * 2^-103]
CenteredInterval[2262537516160226731307779 * 2^-73, 536872961 * 2^-103]
CenteredInterval[569161231750404720215687 * 2^-71, 536872961 * 2^-103]
CenteredInterval[4586801922571656845031811 * 2^-74, 536872961 * 2^-103]
CenteredInterval[4610368922025924632289203 * 2^-74, 536872961 * 2^-103]
CenteredInterval[583535719303492060808523 * 2^-71, 536872961 * 2^-103]
CenteredInterval[4686514088773211824409347 * 2^-74, 536872961 * 2^-103]
CenteredInterval[1178578426984276378057591 * 2^-72, 536872961 * 2^-103]
CenteredInterval[4741538304665829273468989 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2390178446478036028725611 * 2^-73, 536872961 * 2^-103]
CenteredInterval[4822598833398431956774481 * 2^-74, 536872961 * 2^-103]
CenteredInterval[2421447378409592056811937 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1221253271574996186997331 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1227222189323680443029461 * 2^-72, 536871937 * 2^-102]
CenteredInterval[615808594813246864067575 * 2^-71, 536871937 * 2^-102]
CenteredInterval[2489385044671597168619999 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2508122997573545428607523 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2518107232033859784499215 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1265225471813375603300465 * 2^-72, 536871937 * 2^-102]
CenteredInterval[159362424979524300121827 * 2^-69, 536871937 * 2^-102]
CenteredInterval[1282094428660450852742045 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1291376492849947746113179 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2602850276770692158286331 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2611015785388429890557821 * 2^-73, 536871937 * 2^-102]
CenteredInterval[328500496269720859993001 * 2^-70, 536871937 * 2^-102]
CenteredInterval[1318622855617981667042223 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1333903790546409759326205 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2674854022160786922223695 * 2^-73, 536871937 * 2^-102]
CenteredInterval[168137476177411248755795 * 2^-69, 536871937 * 2^-102]
CenteredInterval[2707497471424220230872525 * 2^-73, 536871937 * 2^-102]
CenteredInterval[339906400848636498395797 * 2^-70, 536871937 * 2^-102]
CenteredInterval[85468887564499827479249 * 2^-68, 536871937 * 2^-102]
CenteredInterval[1378205144322197832801905 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1386290510143392326214253 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2785869150194551839441113 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1395805232073079473453257 * 2^-72, 536871937 * 2^-102]
CenteredInterval[703583675293524636922747 * 2^-71, 536871937 * 2^-102]
CenteredInterval[2831911811937599128234261 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2848997328285805726043305 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2858889969471091480244967 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2879362578082379482334589 * 2^-73, 536871937 * 2^-102]
CenteredInterval[11279406013406575926957 * 2^-65, 536871937 * 2^-102]
CenteredInterval[1450803051399771007095573 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2928901069569369012217687 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2938871670000685302750189 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2950797153223862045660449 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2965507178902147123597107 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2979582951167183956286839 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1500460198023339916749099 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3011482424997940229446875 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3033271707790543125777475 * 2^-73, 536871937 * 2^-102]
CenteredInterval[190160583314220911096605 * 2^-69, 536871937 * 2^-102]
CenteredInterval[3055059150707621560972133 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3068243020343412528087289 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3092620208678599713396083 * 2^-73, 536871937 * 2^-102]
CenteredInterval[776907374729774306227509 * 2^-71, 536871937 * 2^-102]
CenteredInterval[3116320240413729310305623 * 2^-73, 536871937 * 2^-102]
CenteredInterval[391335978909857625938665 * 2^-70, 536871937 * 2^-102]
CenteredInterval[787797876355100546160357 * 2^-71, 536871937 * 2^-102]
CenteredInterval[1578268500258967279785051 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3181381328981644828145717 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1597765442053004526020287 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3209870103183409305959145 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3221053086225768254415377 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3230616977714045981234623 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1627618873893821885385911 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3271163150748399023945371 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1639948853041064043191391 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1649599402257124821346215 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1654756974849956027708887 * 2^-72, 536871937 * 2^-102]
CenteredInterval[415424984548702054217173 * 2^-70, 536871937 * 2^-102]
CenteredInterval[3338608271468738085365201 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1681245463385166879318467 * 2^-72, 536871937 * 2^-102]
CenteredInterval[52706229345883686278297 * 2^-67, 536871937 * 2^-102]
CenteredInterval[1690383762577140852398935 * 2^-72, 536871937 * 2^-102]
CenteredInterval[424710462703064647292921 * 2^-70, 536871937 * 2^-102]
CenteredInterval[1706140772289636125180879 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3431567395405154087579245 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1722417175371508545524111 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1729390628666467497152559 * 2^-72, 536871937 * 2^-102]
CenteredInterval[868900263383165631522327 * 2^-71, 536871937 * 2^-102]
CenteredInterval[3484808370600119252387093 * 2^-73, 536871937 * 2^-102]
CenteredInterval[873758028921176117675831 * 2^-71, 536871937 * 2^-102]
CenteredInterval[880867573289591006117505 * 2^-71, 536871937 * 2^-102]
CenteredInterval[3531053899358321364189753 * 2^-73, 536871937 * 2^-102]
CenteredInterval[443696923460885230510677 * 2^-70, 536871937 * 2^-102]
CenteredInterval[3554280559692903734786687 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3574233389401788021544967 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1793899406524431403576171 * 2^-72, 536871937 * 2^-102]
CenteredInterval[900754734166569338327485 * 2^-71, 536871937 * 2^-102]
CenteredInterval[905380435772865425039749 * 2^-71, 536871937 * 2^-102]
CenteredInterval[3635807726844328239697473 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3644356948303018755898571 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1785750388853629941871 * 2^-62, 536871937 * 2^-102]
CenteredInterval[1836273923533654396357631 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3697198177072686661540519 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3704650069265911335616931 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3715819981923959241426627 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1868087286537296468950521 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3743720765596982186086751 * 2^-73, 536871937 * 2^-102]
CenteredInterval[939559051391065076752561 * 2^-71, 536871937 * 2^-102]
CenteredInterval[3777752647499879856352111 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3795264209290702781886943 * 2^-73, 536871937 * 2^-102]
CenteredInterval[475615404418190778553803 * 2^-70, 536871937 * 2^-102]
CenteredInterval[1908952623911788309026401 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3826386104797205880355965 * 2^-73, 536871937 * 2^-102]
CenteredInterval[3849498055140281096935241 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1931198765422167160663413 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1938596936631888412582345 * 2^-72, 536871937 * 2^-102]
CenteredInterval[972742014675361709597505 * 2^-71, 536871937 * 2^-102]
CenteredInterval[3903156186873692450751217 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1959870916948198266336393 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3923863564863808014134221 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1975780078665225253599467 * 2^-72, 536871937 * 2^-102]
CenteredInterval[3965478473338293969767809 * 2^-73, 536871937 * 2^-102]
CenteredInterval[993217156401246943343087 * 2^-71, 536871937 * 2^-102]
CenteredInterval[1993200908781692728635843 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4001889947737974563415211 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2007335765969182807416303 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2017436636763154741057369 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4043553823632619981772271 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2032170044038408597388659 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2036762835867428056863029 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2040717037680234696467393 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4097967805265670734356267 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2059712117912223839764045 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2066421144944179753138689 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4142665194576777668956373 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4154912213418741628488595 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4171579871908663802090183 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4183115169140059424257111 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4196477482656064381673253 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4220479254271754879965441 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1056491853463074729220035 * 2^-71, 536871937 * 2^-102]
CenteredInterval[2121044037972599666748049 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1062832200894717332642119 * 2^-71, 536871937 * 2^-102]
CenteredInterval[4263383708117944603569417 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4287783508571170760168463 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4297114394366263846758921 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4309900134755867228594323 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2162389996981446079296921 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4339981501504910560048301 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4345407775823350658000601 * 2^-73, 536871937 * 2^-102]
CenteredInterval[136377625207109867486013 * 2^-68, 536871937 * 2^-102]
CenteredInterval[4382897155675591499535943 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4398143337596193190820401 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1101657942452503588425117 * 2^-71, 536871937 * 2^-102]
CenteredInterval[4414836969215789634036773 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1108660545215239793764163 * 2^-71, 536871937 * 2^-102]
CenteredInterval[4446331463295617924522981 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4465461951103658834423155 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1118811809814719227867395 * 2^-71, 536871937 * 2^-102]
CenteredInterval[1122979550939684392985133 * 2^-71, 536871937 * 2^-102]
CenteredInterval[562869504407066015852289 * 2^-70, 536871937 * 2^-102]
CenteredInterval[2257646601900791918593071 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4523481010623257205526297 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2275379445100281891477159 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2280122795015780642752617 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4569847525113738610399705 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2292893799247150603604439 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4595133824144701026930213 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2306312020910768498351563 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4624724581637294945617123 * 2^-73, 536871937 * 2^-102]
CenteredInterval[1160282662407777319520291 * 2^-71, 536871937 * 2^-102]
CenteredInterval[2329611584441378509830867 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2332650692781474529273589 * 2^-72, 536871937 * 2^-102]
CenteredInterval[2339265930223194719202113 * 2^-72, 536871937 * 2^-102]
CenteredInterval[1172161479255230369864711 * 2^-71, 536871937 * 2^-102]
CenteredInterval[4708962351897749277733629 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4725285707607643043281943 * 2^-73, 536871937 * 2^-102]
CenteredInterval[2368760028006567532443069 * 2^-72, 536871937 * 2^-102]
CenteredInterval[4743865248267112948883247 * 2^-73, 536871937 * 2^-102]
CenteredInterval[595608205027666259944645 * 2^-70, 536871937 * 2^-102]
CenteredInterval[4773511900622739107409693 * 2^-73, 536871937 * 2^-102]
CenteredInterval[597927334882606883085813 * 2^-70, 536871937 * 2^-102]
CenteredInterval[4805486747459075706070007 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4819309374897114441588249 * 2^-73, 536871937 * 2^-102]
CenteredInterval[4831569221562201018384117 * 2^-73, 536871425 * 2^-102]
CenteredInterval[2420794356078360254271191 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2425733200676820849004795 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2434073238062854076020013 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2444248102746228335401411 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2447291925667979250161207 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2456132607817317486999803 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2462833093517989062497021 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2467231990780522625768509 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2474333649431040934384759 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2479607847082426856830199 * 2^-72, 536871425 * 2^-101]
CenteredInterval[311619307910334775859639 * 2^-69, 536871425 * 2^-101]
CenteredInterval[1247663896818058443102191 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2501939165583111166815751 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1253474069939765044688093 * 2^-71, 536871425 * 2^-101]
CenteredInterval[628887205338386324837781 * 2^-70, 536871425 * 2^-101]
CenteredInterval[2520703037510132758900289 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2529603202861262427696629 * 2^-72, 536871425 * 2^-101]
CenteredInterval[39628753582140813704949 * 2^-66, 536871425 * 2^-101]
CenteredInterval[2542656825435614794959495 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2551084550499982933191001 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2553059556891045654286099 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2558802175889978533799457 * 2^-72, 536871425 * 2^-101]
CenteredInterval[321312111804775939220753 * 2^-69, 536871425 * 2^-101]
CenteredInterval[2576697093153903408380669 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2583185996867231771298199 * 2^-72, 536871425 * 2^-101]
CenteredInterval[646883471464288451319697 * 2^-70, 536871425 * 2^-101]
CenteredInterval[2594928895476310457923811 * 2^-72, 536871425 * 2^-101]
CenteredInterval[650470577119202661582273 * 2^-70, 536871425 * 2^-101]
CenteredInterval[2606980396642473899376733 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2615081143722759153698805 * 2^-72, 536871425 * 2^-101]
CenteredInterval[656163402336721540441001 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1314941710855694234994433 * 2^-71, 536871425 * 2^-101]
CenteredInterval[164564041156672906417105 * 2^-68, 536871425 * 2^-101]
CenteredInterval[1320648125534511305625163 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2645662411661054106106041 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2656610746675720974972141 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1332087213229525067854195 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2665804477939255836124139 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2676159360836153628513519 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1340518712386590921844423 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2686667417241914013550857 * 2^-72, 536871425 * 2^-101]
CenteredInterval[672997569492795752990175 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1351588473595934540400199 * 2^-71, 536871425 * 2^-101]
CenteredInterval[677204602708972039430865 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1357902045909053429675709 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2719172844491760420858915 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2724989649305137422347023 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2734716927124095667439957 * 2^-72, 536871425 * 2^-101]
CenteredInterval[684904833091708648008425 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1374082503289418805345081 * 2^-71, 536871425 * 2^-101]
CenteredInterval[1377127277303099548695013 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2760514607127628428451403 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1383616930379122958262321 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2770814400045269527340103 * 2^-72, 536871425 * 2^-101]
CenteredInterval[694352758263692208607881 * 2^-70, 536871425 * 2^-101]
CenteredInterval[697328715997908339580427 * 2^-70, 536871425 * 2^-101]
CenteredInterval[43661661862088498105093 * 2^-66, 536871425 * 2^-101]
CenteredInterval[87448097535797642796253 * 2^-67, 536871425 * 2^-101]
CenteredInterval[701241571071857090290289 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1406623332961183041018827 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2816243548785361529748409 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1413151824344519293788813 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2831274237007294850271863 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2840985766544529584262323 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1422799832851078257617367 * 2^-71, 536871425 * 2^-101]
CenteredInterval[178158836931981746783505 * 2^-68, 536871425 * 2^-101]
CenteredInterval[713804841303572598507825 * 2^-70, 536871425 * 2^-101]
CenteredInterval[2863564929263879781406821 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2873150185165236830414311 * 2^-72, 536871425 * 2^-101]
CenteredInterval[719440226180205699921029 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1442303194740665291254047 * 2^-71, 536871425 * 2^-101]
CenteredInterval[722255505649436543882813 * 2^-70, 536871425 * 2^-101]
CenteredInterval[2897643028714061193324277 * 2^-72, 536871425 * 2^-101]
CenteredInterval[2902584792549754489281103 * 2^-72, 536871425 * 2^-101]
CenteredInterval[726699670142355224507501 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1459477658738272294484073 * 2^-71, 536871425 * 2^-101]
CenteredInterval[1462008023666779672926921 * 2^-71, 536871425 * 2^-101]
CenteredInterval[1464577961655147248478015 * 2^-71, 536871425 * 2^-101]
CenteredInterval[1467969567283658550784075 * 2^-71, 536871425 * 2^-101]
CenteredInterval[367385356589279500434297 * 2^-69, 536871425 * 2^-101]
CenteredInterval[1474015626055113872886605 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2956292481688827799888099 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1481095626525756525838995 * 2^-71, 536871425 * 2^-101]
CenteredInterval[1483592496363240813828103 * 2^-71, 536871425 * 2^-101]
CenteredInterval[744332188590779949829395 * 2^-70, 536871425 * 2^-101]
CenteredInterval[744724019262752434624045 * 2^-70, 536871425 * 2^-101]
CenteredInterval[1492799408137559150050319 * 2^-71, 536871425 * 2^-101]
CenteredInterval[2991840448737799887947503 * 2^-72, 536871425 * 2^-101]
CenteredInterval[3001176293652744615331235 * 2^-72, 536871425 * 2^-101]
CenteredInterval[3010023141253204786225163 * 2^-72, 536871425 * 2^-101]
CenteredInterval[1506259032895213908836159 * 2^-71, 536871425 * 2^-101]
